Date,Count,Average_lof,Ranking_Factor
2013-01-22,247,138.01192192840603,0.5587527203579191
2013-01-14,222,137.17911112608073,0.6179239239913547
2013-01-31,232,145.2351265078948,0.6260134763271327
2013-01-16,218,138.02902888766766,0.6331606829709526
2013-01-24,222,141.7900758535913,0.6386940353765375
2013-01-03,225,144.85570153706658,0.6438031179425181
2013-02-26,234,133.56578432535497,0.5707939501083545
2013-02-04,215,131.28318488567837,0.6106194645845505
2013-02-28,236,144.3681387463143,0.6117294014674334
2013-02-11,210,130.49242662488072,0.6213925077375273
2013-02-05,214,133.23077433709778,0.6225737118555972
2013-02-07,227,142.00900613016947,0.6255903353751959
