Date,Count,Average_lof,Ranking_Factor
2012-09-13,227,129.81012084123088,0.5718507526045413
2012-09-18,231,133.01883020945218,0.5758390918158103
2012-09-20,228,133.13262558818795,0.5839150245095963
2012-09-12,224,133.7111518867993,0.5969247852089256
2012-09-11,216,129.51477077353545,0.5996054202478492
2012-09-19,217,131.261166291231,0.6048901672406959
2012-10-18,227,127.94515670721027,0.5636350515736135
2012-10-25,236,140.74153427795054,0.5963624333811464
2012-10-11,220,132.20958019036192,0.6009526372289178
2012-10-01,229,137.9532015789155,0.602415727418845
2012-10-23,217,131.15004608674442,0.6043780925656425
2012-10-29,223,135.51298403830586,0.6076815427726721
