Date,Count,Average_lof,Ranking_Factor
2012-07-04,236,134.25395643677177,0.5688726967659821
2012-07-02,221,132.9148519547082,0.6014246694783177
2012-07-03,227,138.4491873554146,0.6099083143410335
2012-07-12,221,137.87297949331932,0.623859635716377
2012-07-25,227,143.8247677985815,0.6335892854563061
2012-07-09,225,142.92814713187425,0.6352362094749967
2012-08-21,226,133.22779509173748,0.5895035181050331
2012-08-29,240,152.22318227878694,0.6342632594949456
2012-08-07,219,142.21209588660372,0.6493703008520718
2012-08-27,225,146.43087804828698,0.6508039024368311
2012-08-13,213,139.02184421959325,0.6526847146459777
2012-08-16,219,143.76497291680658,0.656461063547062
