Date,Count,Average_lof,Ranking_Factor
2012-03-08,233,130.83820770063912,0.5615373721057473
2012-03-28,225,129.3315880107432,0.5748070578255253
2012-03-01,220,127.66903309249966,0.5803137867840894
2012-03-22,213,126.180088257876,0.5923947805534084
2012-03-12,234,142.10901632094692,0.6073034885510552
2012-03-07,214,132.71468018217405,0.620162056926047
2012-04-11,215,126.85959493063044,0.5900446275843276
2012-04-19,222,131.09166870546608,0.5905030121867841
2012-04-12,213,128.901840040259,0.6051729579354883
2012-04-18,219,134.13572013189562,0.6124918727483818
2012-04-02,220,134.97006959074278,0.6135003163215581
2012-04-30,210,128.96837410011165,0.6141351147624364
2012-12-20,234,136.7023099889965,0.5841979059358824
2012-12-13,218,133.04073913280124,0.610278619875235
2012-12-17,215,136.87760948716624,0.6366400441263546
2012-12-05,216,143.21804229676377,0.6630464921146471
2012-12-27,218,145.98943810438692,0.6696763215797565
2012-12-04,217,146.33784591893905,0.674367953543498
