Index,Price_Gradient,Price,CH_Gradient,CH
2016-07-01 01:00:00,-4.500000000007276e-05,1.108375833333333,-8.883719983051751e-07,0.00013996053223954967
2016-07-01 01:01:00,0.00012499999999993072,1.1083904999999994,1.2365454549771244e-06,0.00014578795453444517
2016-07-01 01:02:00,0.00019000000000002348,1.108407666666666,-2.824091100568643e-06,0.00014243362314950392
2016-07-01 01:03:00,0.00015999999999993797,1.1084326666666662,4.2321742069882136e-06,0.00014013977233330788
2016-07-01 01:04:00,0.0002300000000000635,1.1084574999999994,2.128955204966208e-06,0.00015089797156348035
2016-07-01 01:05:00,8.500000000011276e-05,1.1084884999999995,1.2735868560178362e-05,0.0001443976827432403
2016-07-01 01:06:00,2.999999999986347e-05,1.1085161666666663,1.6871882003621392e-05,0.00017636970868383707
2016-07-01 01:07:00,8.999999999992347e-05,1.1085451666666661,4.9542513067500345e-06,0.00017814144675048308
2016-07-01 01:08:00,-3.4999999999896225e-05,1.1085731666666663,5.106679205263214e-08,0.00018627821129733714
2016-07-01 01:09:00,0.0001700000000001145,1.1086011666666664,-8.806504468722705e-06,0.00017824358033458835
2016-07-01 01:10:00,0.00011999999999989797,1.1086294999999997,2.038485242910289e-06,0.00016866520235989173
2016-07-01 01:11:00,-2.5000000000052758e-05,1.1086576666666665,2.372574437349803e-06,0.00018232055082040893
2016-07-01 01:12:00,-3.500000000000725e-05,1.1086871666666664,-9.135675225866715e-06,0.00017341035123459133
2016-07-01 01:13:00,-0.0001100000000000545,1.1087143333333331,-8.024192460959716e-06,0.0001640492003686755
2016-07-01 01:14:00,-8.499999999989072e-05,1.1087375,-5.232506614234308e-06,0.0001573619663126719
2016-07-01 01:15:00,-1.999999999990898e-05,1.1087668333333334,-5.695589166816224e-06,0.00015358418714020688
2016-07-01 01:16:00,-8.000000000008001e-05,1.1087988333333334,-7.566730876920144e-06,0.00014597078797903945
2016-07-01 01:17:00,-8.500000000011276e-05,1.1088323333333332,-3.390283591790506e-06,0.0001384507253863666
2016-07-01 01:18:00,-4.999999999999449e-05,1.1088666666666667,-3.1275374396328082e-06,0.00013919022079545844
2016-07-01 01:19:00,9.000000000014552e-05,1.1089015000000002,-5.4483568039294665e-06,0.00013219565050710098
2016-07-01 01:20:00,0.00018500000000010175,1.1089368333333336,6.033498187310105e-06,0.0001282935071875995
2016-07-01 01:21:00,0.0,1.1089696666666669,5.745357565882658e-06,0.00014426264688172119
2016-07-01 01:22:00,-0.0001100000000000545,1.1090018333333336,-4.25281950833138e-06,0.00013978422231936482
2016-07-01 01:23:00,-0.0001300000000000745,1.1090328333333335,-3.161254180292434e-06,0.00013575700786505843
2016-07-01 01:24:00,-0.00021000000000004349,1.1090516666666665,-1.3728409600272687e-06,0.00013346171395877996
2016-07-01 01:25:00,-0.00017000000000000348,1.1090683333333333,8.057726624048346e-06,0.0001330113259450039
2016-07-01 01:26:00,1.0000000000065512e-05,1.1090790000000001,4.912475438595038e-06,0.00014957716720687665
2016-07-01 01:27:00,4.0000000000040004e-05,1.1090906666666667,-6.071003787768252e-06,0.00014283627682219396
2016-07-01 01:28:00,-6.0000000000060005e-05,1.1091016666666667,-6.149766935088541e-06,0.00013743515963134014
2016-07-01 01:29:00,-2.0000000000020002e-05,1.1091170000000001,-4.316842158057379e-06,0.00013053674295201688
2016-07-01 01:30:00,0.00010500000000002174,1.1091308333333332,-2.951510996348418e-06,0.0001288014753152254
2016-07-01 01:31:00,0.00018499999999999073,1.1091414999999998,-2.2413789338984275e-06,0.00012463372095932005
2016-07-01 01:32:00,2.4999999999941735e-05,1.1091568333333333,6.035194022709661e-06,0.00012431871744742853
2016-07-01 01:33:00,9.99999999995449e-06,1.1091673333333332,8.208423899450169e-06,0.00013670410900473937
